
1618810743887,1586,HTTP Request,200,OK,Thread Group 1-1,text,true,,444,333,1,1,https://petstore.swagger.io/v2/store/order,1585,0,1353
1618810745514,223,HTTP Request,200,OK,Thread Group 1-1,text,true,,444,191,1,1,https://petstore.swagger.io/v2/store/order/1,223,0,0
1618810745738,224,HTTP Request,200,OK,Thread Group 1-1,text,true,,419,272,1,1,https://petstore.swagger.io/v2/store/inventory,222,0,0
